Date,BankName,Rating
2022-11-02,UNCR,50
2022-11-03,UNCR,44
2022-11-04,UNCR,54
2022-11-05,UNCR,2
2022-11-06,UNCR,53
2022-11-07,UNCR,20
2022-11-08,UNCR,49
2022-11-09,UNCR,50
2022-11-10,UNCR,20
2022-11-11,UNCR,84
2022-11-12,UNCR,42
2022-11-13,UNCR,47
2022-11-14,UNCR,31
2022-11-15,UNCR,61
2022-11-16,UNCR,66
2022-11-17,UNCR,99
2022-11-18,UNCR,53
2022-11-19,UNCR,86
2022-11-20,UNCR,27
2022-11-21,UNCR,55
2022-11-22,UNCR,21
2022-11-23,UNCR,12
2022-11-24,UNCR,82
2022-11-25,UNCR,2
2022-11-26,UNCR,99
2022-11-27,UNCR,67
2022-11-28,UNCR,18
2022-11-29,UNCR,54
2022-11-30,UNCR,67
2022-12-01,UNCR,91
2022-12-02,UNCR,18
2022-12-03,UNCR,30
2022-12-04,UNCR,88
2022-12-05,UNCR,20
2022-12-06,UNCR,40
2022-12-07,UNCR,20
2022-12-08,UNCR,64
2022-12-09,UNCR,49
2022-12-10,UNCR,54
2022-12-11,UNCR,3
2022-12-12,UNCR,16
2022-12-13,UNCR,98
2022-12-14,UNCR,27
2022-12-15,UNCR,9
2022-12-16,UNCR,43
2022-12-17,UNCR,75
2022-12-18,UNCR,16
2022-12-19,UNCR,15
2022-12-20,UNCR,60
2022-12-21,UNCR,15
2022-12-22,UNCR,54
2022-12-23,UNCR,91
2022-12-24,UNCR,2
2022-12-25,UNCR,97
2022-12-26,UNCR,26
2022-12-27,UNCR,93
2022-12-28,UNCR,55
2022-12-29,UNCR,49
2022-12-30,UNCR,25
2022-12-31,UNCR,4
2023-01-01,UNCR,48
