Date,BankName,Rating
2022-06-11,BNB,9
2022-06-12,BNB,81
2022-06-13,BNB,64
2022-06-14,BNB,80
2022-06-15,BNB,94
2022-06-16,BNB,44
2022-06-17,BNB,50
2022-06-18,BNB,52
2022-06-19,BNB,95
2022-06-20,BNB,89
2022-06-21,BNB,29
2022-06-22,BNB,40
2022-06-23,BNB,48
2022-06-24,BNB,42
2022-06-25,BNB,19
2022-06-26,BNB,92
2022-06-27,BNB,3
2022-06-28,BNB,75
2022-06-29,BNB,19
2022-06-30,BNB,5
2022-07-01,BNB,98
2022-07-02,BNB,22
2022-07-03,BNB,92
2022-07-04,BNB,92
2022-07-05,BNB,83
2022-07-06,BNB,17
2022-07-07,BNB,96
2022-07-08,BNB,58
2022-07-09,BNB,71
2022-07-10,BNB,42
2022-07-11,BNB,91
2022-07-12,BNB,61
2022-07-13,BNB,83
2022-07-14,BNB,45
2022-07-15,BNB,33
2022-07-16,BNB,95
2022-07-17,BNB,22
2022-07-18,BNB,64
2022-07-19,BNB,54
2022-07-20,BNB,44
2022-07-21,BNB,49
2022-07-22,BNB,7
2022-07-23,BNB,28
2022-07-24,BNB,24
2022-07-25,BNB,16
2022-07-26,BNB,48
2022-07-27,BNB,10
2022-07-28,BNB,46
2022-07-29,BNB,14
2022-07-30,BNB,59
2022-07-31,BNB,16
2022-08-01,BNB,20
2022-08-02,BNB,91
2022-08-03,BNB,6
2022-08-04,BNB,3
2022-08-05,BNB,58
2022-08-06,BNB,57
2022-08-07,BNB,15
2022-08-08,BNB,66
2022-08-09,BNB,18
2022-08-10,BNB,32
2022-08-11,BNB,62
2022-08-12,BNB,86
2022-08-13,BNB,8
2022-08-14,BNB,71
2022-08-15,BNB,10
2022-08-16,BNB,56
2022-08-17,BNB,10
2022-08-18,BNB,44
2022-08-19,BNB,50
2022-08-20,BNB,34
2022-08-21,BNB,3
2022-08-22,BNB,79
2022-08-23,BNB,46
2022-08-24,BNB,79
2022-08-25,BNB,79
2022-08-26,BNB,82
2022-08-27,BNB,25
2022-08-28,BNB,92
2022-08-29,BNB,97
2022-08-30,BNB,7
2022-08-31,BNB,99
2022-09-01,BNB,5
2022-09-02,BNB,9
2022-09-03,BNB,66
2022-09-04,BNB,45
2022-09-05,BNB,26
2022-09-06,BNB,33
2022-09-07,BNB,97
2022-09-08,BNB,37
2022-09-09,BNB,43
2022-09-10,BNB,18
2022-09-11,BNB,93
2022-09-12,BNB,60
2022-09-13,BNB,73
2022-09-14,BNB,0
2022-09-15,BNB,93
2022-09-16,BNB,10
2022-09-17,BNB,51
2022-09-18,BNB,83
2022-09-19,BNB,50
2022-09-20,BNB,32
2022-09-21,BNB,37
2022-09-22,BNB,21
2022-09-23,BNB,9
2022-09-24,BNB,86
2022-09-25,BNB,28
2022-09-26,BNB,86
2022-09-27,BNB,63
2022-09-28,BNB,100
2022-09-29,BNB,96
2022-09-30,BNB,7
2022-10-01,BNB,52
2022-10-02,BNB,72
2022-10-03,BNB,70
2022-10-04,BNB,84
2022-10-05,BNB,1
2022-10-06,BNB,98
2022-10-07,BNB,11
2022-10-08,BNB,1
2022-10-09,BNB,3
2022-10-10,BNB,2
2022-10-11,BNB,28
2022-10-12,BNB,49
2022-10-13,BNB,7
2022-10-14,BNB,25
2022-10-15,BNB,54
2022-10-16,BNB,80
2022-10-17,BNB,21
2022-10-18,BNB,44
2022-10-19,BNB,96
2022-10-20,BNB,39
2022-10-21,BNB,36
2022-10-22,BNB,35
2022-10-23,BNB,81
2022-10-24,BNB,1
2022-10-25,BNB,11
2022-10-26,BNB,49
2022-10-27,BNB,6
2022-10-28,BNB,68
2022-10-29,BNB,38
2022-10-30,BNB,7
2022-10-31,BNB,3
2022-11-01,BNB,39
2022-11-02,BNB,15
2022-11-03,BNB,70
2022-11-04,BNB,21
2022-11-05,BNB,33
2022-11-06,BNB,79
2022-11-07,BNB,9
2022-11-08,BNB,8
2022-11-09,BNB,21
2022-11-10,BNB,53
2022-11-11,BNB,72
2022-11-12,BNB,54
2022-11-13,BNB,42
2022-11-14,BNB,26
2022-11-15,BNB,24
2022-11-16,BNB,86
2022-11-17,BNB,91
2022-11-18,BNB,5
2022-11-19,BNB,57
2022-11-20,BNB,4
2022-11-21,BNB,49
2022-11-22,BNB,93
2022-11-23,BNB,19
2022-11-24,BNB,29
2022-11-25,BNB,98
2022-11-26,BNB,53
2022-11-27,BNB,2
2022-11-28,BNB,22
2022-11-29,BNB,42
2022-11-30,BNB,61
2022-12-01,BNB,13
2022-12-02,BNB,18
2022-12-03,BNB,95
2022-12-04,BNB,7
2022-12-05,BNB,87
2022-12-06,BNB,57
2022-12-07,BNB,73
2022-12-08,BNB,51
2022-12-09,BNB,7
2022-12-10,BNB,81
2022-12-11,BNB,10
2022-12-12,BNB,68
2022-12-13,BNB,22
2022-12-14,BNB,27
2022-12-15,BNB,26
2022-12-16,BNB,65
2022-12-17,BNB,52
2022-12-18,BNB,86
2022-12-19,BNB,60
2022-12-20,BNB,81
2022-12-21,BNB,77
2022-12-22,BNB,33
2022-12-23,BNB,9
2022-12-24,BNB,99
2022-12-25,BNB,84
2022-12-26,BNB,36
2022-12-27,BNB,67
2022-12-28,BNB,93
2022-12-29,BNB,0
2022-12-30,BNB,22
2022-12-31,BNB,50
2023-01-01,BNB,18
