Date,BankName,Rating
2022-05-01,DSK,3
2022-05-02,DSK,36
2022-05-03,DSK,9
2022-05-04,DSK,79
2022-05-05,DSK,68
2022-05-06,DSK,7
2022-05-07,DSK,58
2022-05-08,DSK,29
2022-05-09,DSK,32
2022-05-10,DSK,2
2022-05-11,DSK,37
2022-05-12,DSK,19
2022-05-13,DSK,9
2022-05-14,DSK,46
2022-05-15,DSK,99
2022-05-16,DSK,76
2022-05-17,DSK,68
2022-05-18,DSK,99
2022-05-19,DSK,51
2022-05-20,DSK,38
2022-05-21,DSK,75
2022-05-22,DSK,61
2022-05-23,DSK,52
2022-05-24,DSK,92
2022-05-25,DSK,8
2022-05-26,DSK,14
2022-05-27,DSK,93
2022-05-28,DSK,75
2022-05-29,DSK,43
2022-05-30,DSK,61
2022-05-31,DSK,51
2022-06-01,DSK,63
2022-06-02,DSK,97
2022-06-03,DSK,58
2022-06-04,DSK,8
2022-06-05,DSK,95
2022-06-06,DSK,85
2022-06-07,DSK,26
2022-06-08,DSK,74
2022-06-09,DSK,15
2022-06-10,DSK,37
2022-06-11,DSK,45
2022-06-12,DSK,72
2022-06-13,DSK,48
2022-06-14,DSK,94
2022-06-15,DSK,74
2022-06-16,DSK,41
2022-06-17,DSK,15
2022-06-18,DSK,40
2022-06-19,DSK,39
2022-06-20,DSK,26
2022-06-21,DSK,78
2022-06-22,DSK,14
2022-06-23,DSK,58
2022-06-24,DSK,46
2022-06-25,DSK,99
2022-06-26,DSK,0
2022-06-27,DSK,31
2022-06-28,DSK,17
2022-06-29,DSK,96
2022-06-30,DSK,58
2022-07-01,DSK,50
2022-07-02,DSK,37
2022-07-03,DSK,55
2022-07-04,DSK,32
2022-07-05,DSK,74
2022-07-06,DSK,16
2022-07-07,DSK,11
2022-07-08,DSK,39
2022-07-09,DSK,99
2022-07-10,DSK,27
2022-07-11,DSK,41
2022-07-12,DSK,34
2022-07-13,DSK,6
2022-07-14,DSK,16
2022-07-15,DSK,77
2022-07-16,DSK,95
2022-07-17,DSK,10
2022-07-18,DSK,92
2022-07-19,DSK,68
2022-07-20,DSK,70
2022-07-21,DSK,94
2022-07-22,DSK,93
2022-07-23,DSK,73
2022-07-24,DSK,22
2022-07-25,DSK,52
2022-07-26,DSK,4
2022-07-27,DSK,27
2022-07-28,DSK,20
2022-07-29,DSK,36
2022-07-30,DSK,15
2022-07-31,DSK,21
2022-08-01,DSK,75
2022-08-02,DSK,64
2022-08-03,DSK,61
2022-08-04,DSK,92
2022-08-05,DSK,84
2022-08-06,DSK,24
2022-08-07,DSK,1
2022-08-08,DSK,61
2022-08-09,DSK,44
2022-08-10,DSK,34
2022-08-11,DSK,69
2022-08-12,DSK,7
2022-08-13,DSK,50
2022-08-14,DSK,3
2022-08-15,DSK,0
2022-08-16,DSK,27
2022-08-17,DSK,10
2022-08-18,DSK,20
2022-08-19,DSK,84
2022-08-20,DSK,21
2022-08-21,DSK,1
2022-08-22,DSK,8
2022-08-23,DSK,69
2022-08-24,DSK,5
2022-08-25,DSK,92
2022-08-26,DSK,92
2022-08-27,DSK,77
2022-08-28,DSK,7
2022-08-29,DSK,32
2022-08-30,DSK,5
2022-08-31,DSK,66
2022-09-01,DSK,89
2022-09-02,DSK,26
2022-09-03,DSK,80
2022-09-04,DSK,27
2022-09-05,DSK,40
2022-09-06,DSK,80
2022-09-07,DSK,28
2022-09-08,DSK,83
2022-09-09,DSK,83
2022-09-10,DSK,65
2022-09-11,DSK,22
2022-09-12,DSK,22
2022-09-13,DSK,18
2022-09-14,DSK,33
2022-09-15,DSK,90
2022-09-16,DSK,75
2022-09-17,DSK,7
2022-09-18,DSK,2
2022-09-19,DSK,3
2022-09-20,DSK,67
2022-09-21,DSK,97
2022-09-22,DSK,76
2022-09-23,DSK,23
2022-09-24,DSK,90
2022-09-25,DSK,44
2022-09-26,DSK,63
2022-09-27,DSK,34
2022-09-28,DSK,49
2022-09-29,DSK,11
2022-09-30,DSK,34
2022-10-01,DSK,0
2022-10-02,DSK,2
2022-10-03,DSK,95
2022-10-04,DSK,43
2022-10-05,DSK,42
2022-10-06,DSK,98
2022-10-07,DSK,53
2022-10-08,DSK,21
2022-10-09,DSK,58
2022-10-10,DSK,98
2022-10-11,DSK,49
2022-10-12,DSK,33
2022-10-13,DSK,88
2022-10-14,DSK,42
2022-10-15,DSK,21
2022-10-16,DSK,59
2022-10-17,DSK,4
2022-10-18,DSK,60
2022-10-19,DSK,41
2022-10-20,DSK,75
2022-10-21,DSK,39
2022-10-22,DSK,53
2022-10-23,DSK,78
2022-10-24,DSK,63
2022-10-25,DSK,64
2022-10-26,DSK,85
2022-10-27,DSK,0
2022-10-28,DSK,84
2022-10-29,DSK,47
2022-10-30,DSK,74
2022-10-31,DSK,17
2022-11-01,DSK,23
2022-11-02,DSK,26
2022-11-03,DSK,28
2022-11-04,DSK,65
2022-11-05,DSK,41
2022-11-06,DSK,83
2022-11-07,DSK,72
2022-11-08,DSK,66
2022-11-09,DSK,57
2022-11-10,DSK,30
2022-11-11,DSK,9
2022-11-12,DSK,17
2022-11-13,DSK,54
2022-11-14,DSK,38
2022-11-15,DSK,25
2022-11-16,DSK,42
2022-11-17,DSK,70
2022-11-18,DSK,98
2022-11-19,DSK,62
2022-11-20,DSK,61
2022-11-21,DSK,84
2022-11-22,DSK,91
2022-11-23,DSK,24
2022-11-24,DSK,65
2022-11-25,DSK,64
2022-11-26,DSK,29
2022-11-27,DSK,90
2022-11-28,DSK,38
2022-11-29,DSK,33
2022-11-30,DSK,61
2022-12-01,DSK,86
2022-12-02,DSK,20
2022-12-03,DSK,72
2022-12-04,DSK,41
2022-12-05,DSK,78
2022-12-06,DSK,75
2022-12-07,DSK,49
2022-12-08,DSK,4
2022-12-09,DSK,9
2022-12-10,DSK,50
2022-12-11,DSK,39
2022-12-12,DSK,91
2022-12-13,DSK,42
2022-12-14,DSK,79
2022-12-15,DSK,4
2022-12-16,DSK,67
2022-12-17,DSK,2
2022-12-18,DSK,72
2022-12-19,DSK,16
2022-12-20,DSK,48
2022-12-21,DSK,41
2022-12-22,DSK,37
2022-12-23,DSK,6
2022-12-24,DSK,38
2022-12-25,DSK,70
2022-12-26,DSK,13
2022-12-27,DSK,58
2022-12-28,DSK,70
2022-12-29,DSK,53
2022-12-30,DSK,98
2022-12-31,DSK,27
2023-01-01,DSK,29
